;Unnamed: 0;link;hasil;sentiment
405;;;nijenan rewel blas  kesasar;1
406;;;sepeda   asyik  gravelin  nsekalian belajar tatak  medan offroad grinning face  sweat;1
407;;;mangroves  grate icon  adaptation  survival nmangroves adapted  life  harsh coastal conditions  salt tolerance complex salt filtration system complex root system  cope  saltwater wave action    low oxygen conditions  waterlogged mud;1
408;;; libur lebaran kemarin  mudik  liburan staycation nwarga         menikmati liburan murah meriah       kota  menikmati pemandangan     perahu ala   amazon face  hand  mouth;2
409;;;nnikmati  gowesan  ketepi laut;1
410;;;ketenangan hati     prasangka    adek;1
411;;;hidup     namanya karma  roda bumi   berputar nterimakasih kenangan folded hands;1
412;;; layaknya karya seni   orang  mengerti dirimu  orang orang  mengerti   melupakanmu nsony alpha ilce nsel mm ss nf iso npreset lightroom nlokasi    fire fire fire;2
413;;; dikenal  kota pahlawan   bangunan gedung  pusat perbelanjaan       nbeginilah potret pesona     dipotret pagi   menarik  muncul bayangan pagar pembatas jogging track  kalah eksotik        nphoto karya  ndoc  warisane bu risma thumbs  thumbs  sayangnya   ruang terbuka hijau      menanggulangi pencemaran  kerusakan lingkungan  masuk peringkat  kota  terdampak bahaya lingkungan sedunia  laporan maplecroft  kualitas udaranya   level kuning  laporan iqair   langkah      berbuat   dikenal  kota pahlawan   bangunan gedung  pusat perbelanjaan  minim bangunan bersejarah  terawat   patung pahlawan nasional  berdiri gagah  pusat  pinggiran kota;2
414;;;makan siang nkawasan observasi     nolympus  ii mm nbijaklah  memotret  alam liar  merekayasa keliaran alam semesta memotret alam liar intinya  kesabaran menikmati  namanya menunggu lak  sabaran ojok memotret alam liar  hasil bagus  bonus     utama  memaksakan keliaran alam  memenuhi keliaran   nmerusak alam liar merusak  pertiwi nmerusak  pertiwi merusak kedaulatan nkri nmerusak kedaulatan nkri  berurusan  tni polri occi id masyaalloh cakep banget  thumbs  thumbs  bouquet mantap ;1
415;;;  hidup  singkat  dilewati      ala;1
416;;;mampir liburan kunjungi  agrowisata destinasi nnuansa wisata  keluarga smiling face  smiling eyes thumbs  ncc larasati;1
417;;;liburan cewek ra  mudik smiling face  heart eyes smiling face  heart eyes;1
418;;;  nmy sport journey sudah cepatan belajar renang dilut maneh nyemplung triathlon smiling face  heart eyes thumbs ;1
419;;;  dikenal  kota pahlawan    mengir  isinya  penuh  bangunan gedung  pusat perbelanjaan ntapi   adalab kota     lahan hijau  jalanan kota   rindang   kalah mengagunmkan        luas  bagus ninilah potret pesona       dipotret pagi   menarik  muncul bayangan pagar pembatas jogging track sungguh mempesona   ngimana berminat mengajak areknya   lur  camera  flash nfollow rek   hastag  berbagi    kota ;2
420;;;wisata   ;1
421;;;wisata   ;1
422;;;wisata   ;1
423;;;anniversary indak des nhisyam red heart uswatun nsemoga allah  meridhoi  mengabulkan hajat  berdua dijadikan keluarga  sakinah mawaddah warohmah wabarokah romli amin amin yarobbal alamin sopo seng ngedit iki wuih coupelan face  tears  joy face  tears  joy face  tears  joy;2
424;;;tipe premium ulundanu  langsung berdekatan  fasum taman jogging track club house  kolam renang anak buruan diskon ratusan juta rupiah gratis ppn bphtb biaya kpr biaya ajb imb shgb  pemasangan pln pdam bonus ac canopy pagar cashback diskon senilai ratusan juta rupiah check mark   place value check mark  strategic location check mark  best building material quality check mark  high return  investment nhubungi kantorpemasaran pusat njl  kencana asri ii nrungkut  nphone nwhatsapp nemail admin com syarat ketentuan berlaku   lokasi luas tanah  bangunannya brpxbrp min;2
425;;; kirana pagi menampakkan  langit  elok memancarkan warna lazuardi dihadiri   permata sang wanodya  berharap tujuan hidupnya terwujud  nirmala   tau arti silakan buka kbbi beaming face  smiling eyes face  hand  mouth folded hands another late post pictures nthanks   camera timer  take   pictures  first  camera  flash nwisata   nsekalian cek engagement posting pagi beaming face  smiling eyes;2
426;;; kirana pagi menampakkan  langit  elok memancarkan warna lazuardi dihadiri   permata sang wanodya  berharap tujuan hidupnya terwujud  nirmala   tau arti silakan buka kbbi beaming face  smiling eyes face  hand  mouth folded hands another late post pictures nthanks   camera timer  take   pictures  first nsekalian cek engagement posting pagi beaming face  smiling eyes   mengerti artine face  tears  joy hehhh melu po oo kwkw;2
427;;;sunset;1
428;;;jalan jalan sore  callie anjing kesayanganku;1
429;;; time  alam nkawasan   nolympus  ii mm occi id cityscape kuerennn  lukisan alam  indah fire fire fire red heart muuasoook thumbs  medium dark skin tone thumbs  medium dark skin tone keren  siluet;2
430;;;nbismillah  orang  doanya  tertolak norang  berpuasa   berbuka npemimpin  adil  doa orang  didzolimi  ahmad ntema free follback  terimakasih smiling face masyaallah tabarokhallah  sananya din;1
431;;;   good enough  everybody    always   best   one  deserves  person bowing light skin tone  female sign princess light skin tone woman dancing light skin tone nsave   sapa tau  butuh  inspirasi winking face  tongue njangan lupa tap red heart comment share nfollow  update inspirasi   backhand index pointing right follow backhand index pointing right follow backhand index pointing right follow camera copyright  credits owned  respective content creator;1
432;;;   good enough  everybody    always   best   one  deserves  person bowing light skin tone  female sign princess light skin tone woman dancing light skin tone  camera  flash nmangrove   camera  flash bmb yellow heart lfllflfllffllflflflflflflflflfllflflflflflflflflflflflflflflflflflflflflflflflflflflflflfllflflflflflflflflfllflfllflflflflflflfllflflflflflllfl;2
433;;;;1
434;;;follow ntetaplah  manusia sewajarnya   menjelma  setan  binatang  camera  flash yellow heart nrepost  follow auto back  tonton  komentar new post  back follow   tagar doang smiling face  heart eyes follow auto folback ;1
435;;;  self smiling face  hearts;1
436;;;tetaplah  manusia sewajarnya   menjelma  setan  binatang  camera  flash yellow heart follow  auto follback langsung fire;2
437;;;tetaplah  manusia sewajarnya   menjelma  setan  binatang yellow heart follback  folded hands smiling face  smiling eyes smiling face  smiling eyes cantik  smiling face  heart eyes smiling face  smiling eyes smiling face  smiling eyes ngono posting   kakak cantik smiling face  smiling eyes  follow follow auto back  new post blue heart ;2
438;;;jauhi rokokmu dekati ibuku rokok membunuhmu ibuku merestuimu grinning face  sweat grinning face  sweat grinning face  sweat njiiaakhh;1
439;;;silau smiling face  sunglasses;1
440;;;jalan jalan    ncakeep njangan lupa pakai masker;1
441;;; great time nopen house green lake natural living ntanggal april nstage jl   nrungkut  free ac canopy casback diskon senilai ratusan juta rupiah nhubungi  kantor pemasaran pusat njl  kencana asri ii nwonorejo  nphone nwhatsapp nemail admin com surat rmhnya  shgb  shm;1
442;;;foto  diupload  jari    kau genggam wkwkw;1
443;;;csr folded hands nmidtown care nkami peduli nmenanam bakau    nuntuk anak cucu   red heart;1
444;;;ce soir pas deh target feeding mais uniquement pour  beaut deh  vid  beaming face  smiling eyes folded hands beautiful fire raising hands;2
445;;;smiling face  sunglasses  camera  flash anjani nwisata     buka   min opo iki anjani keren;2
446;;;smiling face  sunglasses mohon info mangrovenya  buka   trakhir  ksana tutup  minggu  folded hands;1
447;;;leaf fluttering  wind squinting face  tongue face  hand  mouth face  hand  mouth face  hand  mouth face  hand  mouth;2
448;;;terima kasih    andreas wibowo  pembelian toyota rush  semoga  andreas sekeluarga   kesehatan  rejeki  berlimpah nsales toyota niskandar nig toyota iskandar nauto jemursari toyota pelanggaran  wilayahe sampean face  tears  joy  andreas;2
449;;; minggu ku kemarin seru star struck star struck star struck nliburan  murah  bikin hati bungah ncio senang diajak     tau rawa burung berkicau nom tante  banget kesini  spot foto  instagramable camera  flash ayah   shirt njunior round pushpin;2
450;;;ijo ijo   ilangin stres sudah buka teh;1
451;;; nature  calling   explored;1
452;;;warung kongde nnasi selulup nrp njl bubutan ii nsurabaya;1
453;;;gotri nnasi langgi nrp njl raya nginden intan  nsurabaya;1
454;;;gotri nnasi goreng gotri nrp njl raya nginden intan  nsurabaya;1
455;;; dikenal  kota pahlawan   bangunan gedung  pusat perbelanjaan       nbeginilah potret pesona     dipotret pagi   menarik  muncul bayangan pagar pembatas jogging track  kalah eksotik       nversi videonya    channel youtube dishub  edisi   sedunia restorasi   dunia  nphoto  ndoc  waahh indahnya   smiling face  heart eyes   masuk   foto ;2
456;;;;1
457;;;green four leaf clover nby camera inzekyur  raising hands awww smiling face  heart eyes;2
458;;; dibalik diam  hati   tersakiti;1
459;;;sunflower opo iki sing mumpak prau  apik kasih watermark  fotonya   lokasi   heyyy sayank ;1
460;;;unik tempatnya nada    nini   nama tempatnya    nmangrove   memiliki  spot foto unik  kekinian  wisata  era kekinian     menawarkan lokasi  epic  diabadikan  diupload  sosmed instagram  spot foto     menarik  lingkaran bambu menara padang dermaga bambu gazebo     njangan lupa staycationnya  biar  seru ncredit wow keren clapping hands;2
461;;;serukan susah keluh kesahmu   allah  tunjukkan  kebahagian  dunia;1
462;;;;1
463;;;syuting mv maafkanlah berlokasi ;1
464;;;vacation askaba;1
465;;;vacation askaba;1
466;;;vacation askaba;1
467;;;menyesali nasib   mengubah   berkarya  bekerjalah    berharga  endi iku  ;1
468;;;kekuatan teman     menguatkan;1
469;;;;1
470;;;;1
471;;;titanium;1
472;;;ketoprak jakarta nrp njl raya tenggilis nsurabaya jawa ;1
473;;;hello great friends nyuhuuu kali  greti mengajak  jalan jalan     ndisini   belajar  rekreasi loh nyuk simak keseruan greti jalan jalan winking face nfollow  subscribe social media great crystal school  course center ninstagram school gcs nfacebook greatcrystalschoolandcoursecenter nyoutube great crystal school  course center ntiktok greatcrsytalschool nanchor great crystal school;2
474;;;hai beb nhasil difoto    kali  nmakasih  habis foto    omelin norang   pamrih kesiapapun bawel moodboster helpfull npartner makan siang foto couple ala ala jalan lembur gibah  sahabat   orang npaket lengkap nwalopun  bentaran  barengnya     nsemoga  putus doa   naamiin red heart red heart thumbs  light skin tone  buka mbak mbak nopay  nikah crying face  rudy  kangen almarhum semoga beliau khusnul khatimah blusukan awas digigit brekay face  tears  joy face  tears  joy beb sopo iki face  tears  joy face  tears  joy face  tears  joy kepo tegang   face  tears  joy;2
475;;;kepak sayap kuntul nkawasan   nolympus  ii mm occi id gae konten edukasi ig yt akeh  menyimak pakai guru iki thumbs  revolving hearts cantiknya;1
476;;;mencoba merebut makanan teman nkawasan   nolympus  ii mm occi id judulnya dalem crying face apiiik kalo  mangroove     jam  ta gowes kesana judule  banget face  tears  joy    garam  lik double meaning niceee clapping hands;2
477;;;sobat info kangen   dolen nak utowo foto prewedding nak kene nvideo  photowork proses syuting  pandemi covid;1
478;;;bahagia  sederhana sesederhana  tersenyum  bersyukur       nso salam sehat    baca caption  raised hand smiling face  heart eyes ntks god  today folded hands smiling face  open hands heart suit smiling face  open hands;1
479;;;mangkokku nendog kulit crispy nrp njl wisma permai barat  nsurabaya;1
480;;;photoshoot  brosur kampus face  tears  joy sipit isok loh face  tears  joy;2
481;;;percakapan fiktif pagi  lelah bang  dik  sedih  sedih  sepeda ku diambil orang diambil    maling ampun sabar bang  kalo   rejeki  gimane  ikhlasin  bang  diambil      minjem;2
482;;;;1
483;;;goal;1
484;;; nelayan desa langge  jalur  menembus    tambatan perahu ntahun  dikembangkan  obyek wisata camera yusuf round pushpin tracking   love langge globe  meridians baca info seputar wisata tracking   love langge selengkapnya     update informasi  wisata gorontalo check mark follow tag   hastag check mark tambahkan caption keterangan lokasi foto unlocked akun   private outbox tray foto terbaik   repost;1
485;;; jalan   berliku hati   face  hand  mouth;1
486;;;nai maianan    adem  ikan;1
487;;;orang   bahagia  orang  orang   berpuas      minim adolf hitler nthanks  partner  crime restttiiiaaa sepeda andalan cervelo tasnya mencolok  dipinjam beaming face  smiling eyes  pipis masuk  face  tears  joy ngelamunin  kakak;2
488;;;liburan  teman teman   lupa taati protokol kesehatan    menjaga    pengin nglencer hehehe beaming face  smiling eyes;1
489;;;   deciduous tree deciduous tree gokss anyingg gookksss fire;1
490;;; wajahmu  terukir didalam hatiku abadi     terganti  kaulah cinta  hidupku hiyahiyahiya minus minus minus minus minus minus minus minus minus minus minus minus round pushpin  konoloh red heart red heart yellow heart yellow heart lfllflfllffllflflflflflflflflfllflflflflflflflflflflflflflflflflflflflflflflflflflflflflfllflflflflflflflflfllflfllflflflflflflfllflflflflflllfl maaf  butuh info     buka   tutup;1
491;;;sih sih everything pushpin     camera  flash woman  headscarf;1
492;;;seandainya pushpin    camera  flash woman  headscarf;1
493;;; cetar mempesona luuur smiling face  heart eyes beautiful dress red heart saemas terbaik sitimewah winking face  tongue hand;1
494;;;podo podo wayang ora  dadi dalang  camera  flash;1
495;;;eh   pekan kali  admin  rekomendasikan  rekreasi      nmeski  memasuki new normal   diwajibkan  melaksanakan protokol kesehatan guys   rutin cuci tangan  sabun  bawa hand sanitizer  wajib pakai masker  kalo  bawa peralatan pribadi  tumbler sendok gelas  mencegah  terpapar  virus njadi  wisata favoritmu   nshare  kolom komentar kbs   masuk min beaming face  smiling eyes saiki  apik loh min smiling face  hearts house  sampoerna  buka belumm thumbs  keren smiling face  smiling eyes   hand list  holiday selepas pandemi berakhirrr smiling face  heart eyes grinning face  big eyes semoga  rejeki  kesini smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes folded hands folded hands folded hands thumbs  thumbs  purple heart;1
496;;;nhubungan  ujian  lulus  gagal    persaingan  menang  kalah ntapi hubungan    peduli melengkapi  menghargai    nice feed thumbs  thumbs  thumbs  thumbs  thumbs  clapping hands;1
497;;;      dikenang    ulang  camera  flash sako nwisata   nsalam lestari  globe showing asia australia  bakau ;1
498;;;cucuk  jesss     jaman disaat  tentram huuhuhui;1
499;;;person walking  camera  flash nmangrove  round pushpin  ;1
500;;; super keren san sellu mempesona kakak smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes clapping hands clapping hands clapping hands thumbs  thumbs  thumbs  thumbs  sek plastikan thumbs  sek anget thumbs  thumbs  thumbs  anyarr;1
501;;;prewedding kasih jack npict  nmua ;1
502;;;prewedding kasih jack npict  nmua;1
503;;;prewedding kasih jack npict ;1
504;;;;1
505;;;semoga   pribadi  berguna  bermanfaat   orang;1
506;;;senyuman  membuktikan  bahagia  senyuman     kebahagiaan smiling face  halo otw  fire smiling face  sunglasses;2
507;;;background   pemanis grinning face  sweat grinning face  sweat yellow heart lfllflfllffllflflflflflflflflfllflflflflflflflflflflflflflflflflflflflflflflflflflflflflfllflflflflflflflflfllflfllflflflflflflfllflflflflflllfl  red heart    follow;1
508;;;mengintip  pacaran;1
509;;;nmalam apakabar semoga  sehat sehat  smiling face  open hands nmengisi  liburan   ayo kenalan     raya   winking face nbtw   tau        coba sebutkan backhand index pointing  light skin tone noh     raya    ditutup  liburan natal    smiling face  smiling eyes folded hands light skin tone njadi sabar   raya      sawah;2
510;;; jalur mblusuk  iki minggu ati  anaconda beaming face  smiling eyes;1
511;;;betapa mantra cinta sedahsyat  kening   berjerawat   memikirkanmu grinning face  smiling eyes camera fardani round pushpin      jawa ;1
512;;;nambahi postingan nternyata sudah gede arek wih wih gas sudah fesban keluarga grinning face  smiling eyes   lekk   ekstra banjari  hehehee   personil iku cak smiling face  sunglasses lek ws adus koe lek face  tears  joy pas pas;2
513;;; desember     keputus asaan  camera  flash sitiwinda nwisata    lindaov miia lokasi  tanggal buka ;1
514;;; indra krisnasari prewedding nmua ;1
515;;;true love stories never  endings nfrom indra krisnasari prewedding nmua ;1
516;;; indra krisnasari prewedding nmua ;1
517;;;together  beautifull place   nfrom indra krisnasari prewedding nmua  serius   keren banget   cetakan;1
518;;; indra krisnasari prewedding nmua ;1
519;;;;1
520;;;lihat  hijau     penat  fresh  smiling face smiling face nselamat      hebat smiling face  heart eyes face blowing  kiss ademmmm  ijo  freshhh keren fotonya  red heart back  nature smiling face  heart eyes smiling face  heart eyes ih  plek ketiplek;1
521;;;halan tipis menepi  kota   laut mangrov city;1
522;;;nkamu  mengapai njawabannya  dibaliknya dahon id  sidoboyo foldingbike  zai zuo shen  wkwk andalasssssss grinning face fire;1
523;;;pandemi covid   penghalang    menjaga kelestarian lingkungan care     globe showing asia australia;1
524;;; healing  first healing   heart carl townsend nmenyembuhkan  takut ntakut  ketinggian hehe camera  flash utomo   deep talk  kakak  biar  dagelan mulu obrolannya uu  itttuu smiling face  heart eyes   kalah memorable sih bebek lupa namanya jalan  bank sampah hahaha btw status kakak  pas  topik   makan  bebek  pemulihan grinning face  sweat;2
525;;;;1
526;;; center  camera  flash zara ger   birds birdwatching snail crabs swamp river boat  else face  tears  joy memakai sure  ur photograph  travel tool ready  visit   gallary  complete ur nessisery smiling face  heart eyes smiling face  heart eyes yus hand hand hand love  ig feed hand   continue  post like    definitely improve  quickly red heart blue heart beautiful veiw smiling face  heart eyes;1
527;;;low budget  gaming adam;1
528;;;serasa gula kapas nyang mudah banget meleleh nbeda     nkalo   lihat  senyum contohnya relieved face bilf  bilf  lokasi  mbak spam like follow cantik purple heart smiling face  smiling eyes folded hands  flw auto back  follow back  ffffff  done follow folback  id;2
529;;;gor  sederhana;1
530;;;wisata     evergreen tree evergreen tree nbangga  kota      wisata alam  dilindungi   konservasi       menghilangkan penat       kota nbtw     pagi pagi kesini   suara burung biru bersautan widih berasa   benaran  njadi opo rek minggu besok    berlibur kesini tempatnya bagus  ;2
531;;; dipenghujung jalan;1
532;;; moment    face  rolling eyes nkapan liburan mane iki smiling face  sunglasses;1
533;;;keep spirit never give   nfollow nfollow nterima kasih  camera  flash nmangrove  jawa ;1
534;;;sako ningat      dikenang    ulang nsalam lestari  globe showing asia australia  bakau ;1
535;;;jalan jalan    mbak neiska smiling face  open hands;1
536;;;nin lomba photocontest wrapped gift juta join photocontest  revisi wrapped gift;1
537;;;manusia   mengecewakan  ceritakan  lelahmu sedihmu keinginanmu   menciptakan dirimu     mengerti ;1
538;;; foto   apa-apa red heart vlog mksudku   hatinya deasy mksudku grinning face  sweat        milikku heyyyaaaak;1
539;;;sedia payung  hujan;1
540;;;piknik tipis idekan wae hahahaha picnik nangdi wur  kayak langsing mbak wurii  mataku  siwerr moleh pikenik andok bakso ngeri ngeri ngeriii lawangsiiiing bajunya  kebesaran  smiling face  heart eyes sambleki  lihat  tuh bu face  tears  joy;2
541;;;jadikan   ekosistem  exotic;1
542;;;sunday best keren thumbs  smiling face  heart eyes;1
543;;;jepret manuk ning  nice reflection;1
544;;;jalan row  lebar round pushpin lokasi     eks base taxi orange kreatips kreatips kreatips;1
545;;;  malang  jaga kesehatan sayank face  hand  mouth face blowing  kiss   kurus din biasae bahenol;1
546;;;hidup sederhana    bahagia  camera  flash nekowisata   round pushpin   ;1
547;;;seedling;1
548;;;;1
549;;;;1
550;;;;1
551;;;;1
552;;;;1
553;;; hidup   radio nyang   menilai orang     dengar leaf fluttering  wind  camera  flash ira nwisata  ;1
554;;; hidup   radio nyang   menilai orang     dengar leaf fluttering  wind  camera  flash ira nwisata  ;1
555;;;;1
556;;;;1
557;;;;1
558;;;;1
559;;;;1
560;;;;1
561;;;;1
562;;;;1
563;;;;1
564;;;sun behind small cloud round pushpin nsurabaya ;1
565;;;fallen leaf round pushpin nsurabaya ;1
566;;; melangkah   round pushpin nsurabaya ;1
567;;;      round pushpin nsurabaya ;1
568;;;;1
569;;;batas lawang opo lowongan face  tears  joy buka lawang  helm ;1
570;;; threats faced  mumbai urban mangroves  severe  serious points rushikesh kulkarni nread  credit adithi muralidhar;1
571;;;;1
572;;;everything  come     right time fallen leaf ninnokin sceptre id cayang ku smiling face  heart eyes red heart smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes red heart red heart red heart smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes;1
573;;;horrific pathway;1
574;;;beebi family;1
575;;;wedding day two hearts nbride groom person  veil yusti person  tuxedo adil npict  camera nmua wedding  nyukz abadikan momen terbaik    nnomor  tertera diatas     nwa nline vitol ;1
576;;;wedding day two hearts nbride groom person  veil yusti person  tuxedo adil npict  camera nmua wedding  nyukz abadikan momen terbaik    nnomor  tertera diatas     nwa nline vitol ;1
577;;; nyukz abadikan momen terbaik    nnomor  tertera diatas     nwa nline vitol ;1
578;;;wedding day two hearts nbride groom person  veil yusti person  tuxedo adil npict  camera nmua wedding  nyukz abadikan momen terbaik    nnomor  tertera diatas     nwa nline vitol ;1
579;;;shifthing wb  making autum tone color     season smiling face  heart eyes smiling face  heart eyes r id;1
580;;; collected  leaf  thrown  front   camera nshifthing wb  making autum tone color     season smiling face  heart eyes smiling face  heart eyes r id;1
581;;;   rowing  boat  fate  waves keep  comin    escape  sabtu minggu rame ;1
582;;;  ncocok banget  jalan santai nbonus langsing bakar lemak npadahal tempatnya   nasri banget sok sukakkkkk star struck;2
583;;;halo warga  nhari  kelurahan    menyerahkan bantuan kursi roda  warga membutuhkan;1
584;;;;1
585;;;jadwal latihan minggu pagi besok  jam wib  std poltekpel gununganyar  nayo adik adik join ayo  nikuti akun rekan media www jpnews id ninfo pendaftaran nkirim via pesan dm bar main bolaaa jok lali mengaji eee rek nomer ibadah good news makan sehat mantap gan wani fire semangat rek gas rek fire;2
586;;;halo rek nhari  kelurahan    beserta  menyerahkan bantuan  anak yatim  wilayah kelurahan    nacara  langsung dipimpin  lurah bpk donny ardyan st beserta pengurus ldii kota ;1
587;;; berkunjung     wisata  berkunjung  hatimu  menetap send  pic backhand index pointing right adventure;1
588;;; pergi wisata   eitss   perkenalkan   dwipantara group   menemani liburan mu    bersedia mengantarkan   liburan bareng keluarga teman  kelas  honeymoon  surabya   rp  dapatkan beragam penawaran menarik  orang   tertarik   tertarik  hubungi   mampir deh  web  beaming face  smiling eyes beaming face  smiling eyes beaming face  smiling eyes;1
589;;;menang rupo kalah bondo victory hand beyourself red heart yellow heart thumbs  dark skin tone thumbs  medium dark skin tone thumbs  medium skin tone thumbs  medium light skin tone thumbs  light skin tone  follow auto folback  new post thx  likebck post   bio plss;2
590;;;sabtu maret nkader  hebat rw kelurahan    mengadakan gathering acara  bertujuan  meningkatkan kekompakan  ajang silaturahmi    bu prapti salah  kasih   berharap acara     jadwalkan rutin    diikuti  kasih  kelurahan    imbuhnya nkira  acara   thinking face;2
591;;;birding    ;1
592;;;    camera oppo  cityscape;1
593;;;;1
594;;;ceritane dolan cidek omah face  hand  mouth;1
595;;;seedling    nwhen else  sih birds   herb;1
596;;;  habitat njeprat jepret nkuntul ngelak beaming face  smiling eyes beaming face  smiling eyes keren banget omhu star struck star struck star struck niceee   selamat pagi hot beverage grinning face;2
597;;;siiiiaap graak ntuk wak  wak kulupis kuntul baris nsepiiii ayo  load landscape picxie apik  smiling face  heart eyes sparkling heart send  backhand index pointing right ig;1
598;;;halo sahabat suara merdeka network  wisata hidden gems      nyukkk kepo;1
599;;;amazonnya ;1
600;;;pemkot   menata ulang  raya  kirim   nrencananya kawasan    lokasi edukasi  berkonsep  raya        memenuhi  fasilitas    sesuai predikat   raya  kepala dinas ketahanan pangan  pertanian dkpp  antiek sugiharti   jumat nrencananya total pengerjaan  membutuhkan    pengerjaan  berfokus   titik  gapura papan nama pos jaga penunjuk arah  bangunan diorama  pembangunan akses jalan nsebagai  raya kawasan     lokasi penelitian  sarana wisata  pendidikan  pengunjung sesuai  tujuannya tumbuhan koleksi dipelihara   keterangan nama   informasi   berguna  pengunjung nsumber  tribunnews com;1
601;;;kegiatan wisata literasi     diwakili fairy syifa syah fakhira kelas  ahmad luthfil hakim kelas terimakasih   tim salam literasi thumbs  light skin tone open book;2
602;;;halo sahabat travelling smn  wisata hidden gems      nyukkk kepo;1
603;;; mencintai orang   mencintai allah  allah   tinggalkan   imam syafi photograp mantap clapping hands;1
604;;;alhamdulillah smiling face  halo;1
605;;;  mudah nbukan   person  lotus position palm tree leaf fluttering  wind ow aeh  koe ew face  tears  joy face  tears  joy face  tears  joy;2
606;;;menunggu  ujung jalan sand pic smiling face  heart eyes one way;1
607;;;;1
608;;;maaf lahir bathin kang;1
609;;;part dibuang sayang grinning squinting face grinning squinting face nini  baikan  aspri ku nselama  kerja   nbaru  marah   nbaguslah njangan   marah nsemakin mengerti  nbiar  happy nok;2
610;;;pemandangan  bakau  ciamik   lihat  memasuki area wisata     melewati jembatan   dikelingi  pepohonan   rimbun nuntuk  pesona  bakau  wisata       perahu   menyusuri kawasan    perahu  dikenakan biaya tambahan nliburan  wisata        pekan   mengunjungi wisata alam   keluarga  pasangan   romantis ntempat wisata  buka      wib pengunjung   menjaga kebersihan  fasilitas  berwisata nfoto  cakep   tanaka nlokasi jalan  sawah  segoro  sedati  ayu kec  kota ;2
611;;;thank  violyne grinning face  big eyes folded hands;1
612;;;teruntuk diriku smiling face  smiling eyes red heart nmaaf  memaksa   kuat  camera  flash anjani nwisata     buka ta;1
613;;;teruntuk diriku smiling face  smiling eyes red heart nmaaf  memaksa   kuat;1
614;;; raya    sabtu februari;1
615;;;sabtu februari;1
616;;; ayo  dbuka sist kesana tutup  anakq  ngjk ksana haha yuckk  ktmuan disana    loh;1
617;;;auto  ajak foto bareng iyo guayane  mengambek mengambek marah mbak cantik manis deh smiling face  smiling eyes smiling face  smiling eyes smiling face  smiling eyes camera terima kasih  pejabat maha guru master suhu tiktok  rose mojosari iku  awas tante  fajar modus face  tears  joy face  tears  joy face  tears  joy face  tears  joy face  tears  joy pdkt red heart;2
618;;;gagal mancing akibat cuaca mendung  bawa payung   jalan  ;1
619;;;holidays nkurang   tinggal  daerah      kali  berkesempatan berkunjung    ;1
620;;; gununganyar  sandeep;1
621;;;   dewasa   rindu digandeng tanganmu kanan  kiri nsony alpha ooo sel emm oss iso oo preset lightroom lokasi    fire fire fire;1
622;;;terimakasih  baca  hati nsony alpha ooo sel emm oss ooo iso oo preset lightroom lokasi    fire;1
623;;;   ntidak  cepat nyang  konsisten   ngaya      mengikuti folded hands camera  flash;1
624;;; melangkah buktikan   yakinkan     ubah mindset  victory hand camera  flash;1
625;;;gowes selasa pagi nsemangat keliling kota   person biking  female sign person biking person biking  female sign flexed biceps smiling face  heart eyes nwisata  pagi  tutup smiling face  smiling eyes   surbya monggo mampir  raising hands raising hands;2
626;;;;1
627;;;silakan kejar  nyang   kejar ntapi    kehilangan     jaga nmodel nshoton canond  jawatimur  camera;1
628;;;mbolang   november      drh sekitaran   mbolang   mahal   kebersamaannya growing heart;1
629;;;happy wednesday two hearts;1
630;;;yellow heart;1
631;;;ngikut challenge  tema nsimplicity redifined nlokasi mangroves   pm camera  flash iso sec iso sec  manuk  onok blassss kademen    top tenan  thumbs  thumbs  thumbs ;1
632;;;ngikut challenge  tema nsimplicity redifined nlokasi mangroves   pm camera  flash iso sec istimewa master beraksi smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes clapping hands clapping hands clapping hands raising hands raising hands raising hands nilap joss fire fire;2
633;;;mental healing ihiwwww;1
634;;;berdamailah      jalan ceritanya ikuti alurnya nikmati prosesnya grinning face  smiling eyes grinning face  smiling eyes smiling face  smiling eyes grinning face grinning face  big eyes;1
635;;;puncak peringatan   whiz residence darmo harapan   npenanaman bibit bakau     hijau deciduous tree keren banget sukses  keren clapping hands clapping hands clapping hands   semoga sukses  istimewa fire fire smiling face  heart eyes congratulations  whiz residen thumbs  thumbs  thumbs ;1
636;;;;1
637;;;    indah   kegigihan laut  menolak berhenti mencumbui bibir   berkali kali  menjauh terbawa arus;1
638;;;blue sea orang blue sky;1
639;;;   ncourtesy agustiyanto dharma;1
640;;;selamat  sumpah pemuda nkita lanjutkan perjuangan   pahlawan    prestasi   membanggakan bangsa ;1
641;;;via    swan dove izin repost fotonya  bagus banget  red heart  buka ;1
642;;;clear blue sky green sun rise  always perfect combination  brighten   days head alhamdullillah still  ability  embrace  beautiful nature  buka mbak maaf ;1
643;;;person rowing boat person rowing boat ayune mbiakkkk pujii masya allah smiling face  heart eyes;1
644;;;paulina wildlife trip smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes;1
